Rank,Name,Game Type,Map,Game Rank,1st Ability,2nd Ability,3rd Ability,Ultimate,Matches
17,Chamber,competitive,split,Ascendant 1,4.9,9.4,15.1,2.3,"1,422"
18,Harbor,competitive,split,Ascendant 1,6.3,18.6,20.8,2.9,266
19,Breach,competitive,split,Ascendant 1,19.1,22.7,8,2.4,"2,793"
20,Neon,competitive,split,Ascendant 1,18,19.5,5.6,2.3,636
1,Sage,competitive,ascent,Ascendant 1,13.4,9.2,11.9,2,"4,062"
2,Brimstone,competitive,ascent,Ascendant 1,7.4,39.1,9.3,2.5,"4,497"
3,Skye,competitive,ascent,Ascendant 1,10.1,26.6,3.4,3.1,"1,630"
4,Reyna,competitive,ascent,Ascendant 1,14,5.1,16.3,1.6,"9,274"
5,Breach,competitive,ascent,Ascendant 1,18,21.2,8.2,2.2,830
6,Sova,competitive,ascent,Ascendant 1,15.2,26.1,9.7,2.1,"9,718"
7,Killjoy,competitive,ascent,Ascendant 1,13,7.8,24.1,2.7,"8,920"
8,Jett,competitive,ascent,Ascendant 1,9,21.9,12.3,2.7,"12,724"
9,Astra,competitive,ascent,Ascendant 1,3.1,32.3,8.2,2,"2,488"
10,Fade,competitive,ascent,Ascendant 1,7.4,23.9,20.2,2.4,"2,908"
11,Raze,competitive,ascent,Ascendant 1,17.1,17.7,12.2,2.6,"4,689"
12,Omen,competitive,ascent,Ascendant 1,10.3,40,7.3,2,"8,964"
13,Yoru,competitive,ascent,Ascendant 1,15.5,25.8,12.9,3.3,694
14,Cypher,competitive,ascent,Ascendant 1,24,16,29.1,2.7,"3,289"
15,Phoenix,competitive,ascent,Ascendant 1,18.5,11.8,4,4,"3,063"
16,Viper,competitive,ascent,Ascendant 1,12.4,17.7,13.2,1.7,297
17,Chamber,competitive,ascent,Ascendant 1,5,9.6,15.3,2.4,"1,782"
18,Neon,competitive,ascent,Ascendant 1,17.1,19.5,6,2.3,551
19,KAY/O,competitive,ascent,Ascendant 1,16.3,25.8,8.9,2.4,"3,918"
20,Harbor,competitive,ascent,Ascendant 1,6.8,16.9,17.1,2.7,170
1,Phoenix,competitive,fracture,Ascendant 2,17,10.2,4.8,4.2,"1,194"
2,Sage,competitive,fracture,Ascendant 2,13.4,9.1,13.1,2.1,"2,974"
3,Raze,competitive,fracture,Ascendant 2,17.4,17.1,12.2,2.8,"5,279"
4,Fade,competitive,fracture,Ascendant 2,6.8,22.4,20.5,2.5,"2,428"
5,Brimstone,competitive,fracture,Ascendant 2,7.3,40.5,10,2.8,"7,603"
6,Reyna,competitive,fracture,Ascendant 2,14.3,5.3,16.1,1.7,"6,212"
7,Skye,competitive,fracture,Ascendant 2,9.8,28.2,3.2,3.2,815
8,Killjoy,competitive,fracture,Ascendant 2,12.7,7.6,22.8,3,"4,391"
9,Jett,competitive,fracture,Ascendant 2,7.5,22.5,12.1,2.8,"7,855"
10,Neon,competitive,fracture,Ascendant 2,19,19.9,7.1,2.5,"1,874"
11,Cypher,competitive,fracture,Ascendant 2,23.4,15.8,30.4,2.8,"3,933"
12,Breach,competitive,fracture,Ascendant 2,19.9,23.2,8.3,2.5,"7,670"
13,Yoru,competitive,fracture,Ascendant 2,15.7,26.1,13.6,3.3,588
14,Chamber,competitive,fracture,Ascendant 2,4.8,8.6,15,2.4,"1,588"
15,Viper,competitive,fracture,Ascendant 2,10.1,17.4,13.1,1.8,"2,363"
16,Omen,competitive,fracture,Ascendant 2,9.3,35.7,8.4,1.9,808
17,Astra,competitive,fracture,Ascendant 2,3.2,30.3,7.7,2.1,722
18,Sova,competitive,fracture,Ascendant 2,13.6,24.6,8.2,2.4,328
19,KAY/O,competitive,fracture,Ascendant 2,15.5,24.4,8.3,2.5,"1,754"
20,Harbor,competitive,fracture,Ascendant 2,6.2,17.4,19.1,3.1,235
1,Harbor,competitive,haven,Ascendant 2,6.6,17.7,20.3,3,137
2,Astra,competitive,haven,Ascendant 2,3.3,31.2,7.6,2,"1,395"
3,Brimstone,competitive,haven,Ascendant 2,7.1,38.4,9.6,2.4,"2,870"
4,Sova,competitive,haven,Ascendant 2,13.8,25,8.9,2.1,"5,771"
5,Breach,competitive,haven,Ascendant 2,20.3,23,8.4,2.4,"1,658"
6,Viper,competitive,haven,Ascendant 2,10.4,17.9,12.7,1.9,140
7,Phoenix,competitive,haven,Ascendant 2,17.6,10.9,3.9,3.8,"2,881"
8,Jett,competitive,haven,Ascendant 2,9,22.1,12.7,2.7,"9,150"
9,Omen,competitive,haven,Ascendant 2,10,38,9.2,1.9,"7,336"
10,Sage,competitive,haven,Ascendant 2,13.9,8.9,12.5,2,"3,662"
11,Skye,competitive,haven,Ascendant 2,10.5,27.3,3.4,3,"1,994"
12,Killjoy,competitive,haven,Ascendant 2,14.2,6.9,21.6,2.6,"3,881"
13,Reyna,competitive,haven,Ascendant 2,14.1,5.1,16,1.7,"6,845"
14,Raze,competitive,haven,Ascendant 2,17,17.4,12.4,2.6,"3,172"
15,Chamber,competitive,haven,Ascendant 2,5,11.1,16.5,2.2,"1,413"
16,Cypher,competitive,haven,Ascendant 2,23.2,15.1,30.9,2.7,"3,840"
17,Fade,competitive,haven,Ascendant 2,7.3,21.6,20.3,2.3,"2,581"
18,Neon,competitive,haven,Ascendant 2,18.5,19.8,6.3,2.3,585
19,KAY/O,competitive,haven,Ascendant 2,15.7,25.4,8.6,2.4,"1,422"
20,Yoru,competitive,haven,Ascendant 2,15.1,26.8,13.4,3.2,587
1,Phoenix,competitive,lotus,Ascendant 2,17.1,10.2,3.6,4.1,"1,674"
2,Brimstone,competitive,lotus,Ascendant 2,7.3,36.9,9.8,2.6,"2,558"
3,Killjoy,competitive,lotus,Ascendant 2,13,7.1,22.3,2.9,"4,943"
4,Sage,competitive,lotus,Ascendant 2,13.4,8.9,12.3,2.2,"2,925"
5,Raze,competitive,lotus,Ascendant 2,17.6,18.4,12.2,2.7,"5,675"
6,Breach,competitive,lotus,Ascendant 2,21.2,24.1,8.1,2.5,"5,195"
7,Fade,competitive,lotus,Ascendant 2,8,23,21.1,2.5,"2,547"
8,Skye,competitive,lotus,Ascendant 2,10.2,29.5,3.4,3.3,"2,093"
9,Jett,competitive,lotus,Ascendant 2,8.1,22.4,11.1,2.7,"7,711"
10,Neon,competitive,lotus,Ascendant 2,19.9,19.9,5.5,2.4,"1,010"
11,Chamber,competitive,lotus,Ascendant 2,5.5,10.5,16.1,2.4,"2,338"
12,Astra,competitive,lotus,Ascendant 2,3.8,29.3,9,1.9,"2,359"
13,Sova,competitive,lotus,Ascendant 2,13.4,24.9,9.4,2.1,976
14,Reyna,competitive,lotus,Ascendant 2,14.3,5.2,16.8,1.7,"7,144"
15,Cypher,competitive,lotus,Ascendant 2,22.7,15.7,30.7,3,"3,072"
16,Omen,competitive,lotus,Ascendant 2,10.5,36.4,8.2,1.8,"4,310"
17,KAY/O,competitive,lotus,Ascendant 2,15.9,25.5,8.8,2.5,"1,878"
18,Viper,competitive,lotus,Ascendant 2,9.9,17.8,13,1.8,694
19,Yoru,competitive,lotus,Ascendant 2,16.1,26.2,13.8,3.4,747
20,Harbor,competitive,lotus,Ascendant 2,6.1,17.2,20,3,"1,753"
1,Astra,competitive,icebox,Ascendant 2,3.4,28.5,7.7,2.3,137
2,Fade,competitive,icebox,Ascendant 2,6.8,24.1,19.8,2.5,"1,126"
3,Sage,competitive,icebox,Ascendant 2,13.8,9.6,11.9,2.2,"6,888"
4,Breach,competitive,icebox,Ascendant 2,18.4,20.8,8.2,2.3,219
5,Reyna,competitive,icebox,Ascendant 2,14.5,5.3,14.4,1.7,"7,811"
6,Cypher,competitive,icebox,Ascendant 2,20.6,16.3,27.5,2.6,742
7,Killjoy,competitive,icebox,Ascendant 2,12.4,6.9,21.3,2.8,"3,903"
8,Jett,competitive,icebox,Ascendant 2,13.3,22.3,9.7,2.8,"9,915"
9,Raze,competitive,icebox,Ascendant 2,18.1,16.9,11.4,2.6,"3,783"
10,Sova,competitive,icebox,Ascendant 2,14.6,27,10.8,2.1,"8,467"
11,Viper,competitive,icebox,Ascendant 2,10.8,18.9,12.3,2,"9,334"
12,Phoenix,competitive,icebox,Ascendant 2,14.1,9.6,3.7,4,793
13,Neon,competitive,icebox,Ascendant 2,15.7,20.1,5.1,2.3,538
14,Skye,competitive,icebox,Ascendant 2,9.6,25,3.7,3.2,705
15,Omen,competitive,icebox,Ascendant 2,7.9,33.9,11.6,1.9,"1,334"
16,Chamber,competitive,icebox,Ascendant 2,5,11.2,15.6,2.4,"1,686"
17,Yoru,competitive,icebox,Ascendant 2,13,27,12.8,3.1,580
18,Brimstone,competitive,icebox,Ascendant 2,6.1,37,9,2.5,534
19,Harbor,competitive,icebox,Ascendant 2,6.6,18,18.4,3,319
20,KAY/O,competitive,icebox,Ascendant 2,13.7,25.5,8.2,2.4,"1,988"
1,Brimstone,competitive,all,Ascendant 2,7.3,39.3,9.7,2.6,"20,837"
2,Phoenix,competitive,all,Ascendant 2,17.7,11,4.2,4,"13,301"
3,Sage,competitive,all,Ascendant 2,14.6,9.3,12.9,2.1,"31,118"
4,Killjoy,competitive,all,Ascendant 2,13.2,7.5,22.9,2.8,"30,240"
5,Raze,competitive,all,Ascendant 2,17.6,17.6,12.2,2.7,"32,484"
6,Reyna,competitive,all,Ascendant 2,14.3,5.2,16.1,1.7,"47,292"
7,Fade,competitive,all,Ascendant 2,7.6,23.4,21.4,2.5,"20,095"
8,Jett,competitive,all,Ascendant 2,9.1,22.3,11.7,2.7,"59,395"
9,Sova,competitive,all,Ascendant 2,14.6,26,9.8,2.1,"24,906"
10,Breach,competitive,all,Ascendant 2,20.1,23.2,8.3,2.5,"17,985"
11,Skye,competitive,all,Ascendant 2,10.5,28.8,3.4,3.2,"11,373"
12,Cypher,competitive,all,Ascendant 2,23.5,15.9,30,2.8,"22,705"
13,Viper,competitive,all,Ascendant 2,10.5,18.4,13,1.9,"17,660"
14,Astra,competitive,all,Ascendant 2,3.4,30.8,8.2,2,"12,998"
15,Omen,competitive,all,Ascendant 2,10.2,38.3,8.4,2,"27,192"
16,Chamber,competitive,all,Ascendant 2,5.1,10.1,15.8,2.3,"11,010"
17,Neon,competitive,all,Ascendant 2,18.4,19.9,6.3,2.4,"5,729"
18,Yoru,competitive,all,Ascendant 2,15.4,26.7,13.3,3.2,"4,338"
19,Harbor,competitive,all,Ascendant 2,6.3,17.7,19.1,3,"3,568"
20,KAY/O,competitive,all,Ascendant 2,15.7,25.5,8.7,2.4,"14,161"
1,Brimstone,competitive,split,Ascendant 2,7.3,38.8,9.7,2.6,"2,513"
2,Sage,competitive,split,Ascendant 2,16.7,9.6,14.2,2,"8,070"
3,Phoenix,competitive,split,Ascendant 2,17.9,11,4.1,3.9,"1,377"
4,Jett,competitive,split,Ascendant 2,7.4,22.5,11.8,2.7,"6,671"
5,Reyna,competitive,split,Ascendant 2,14.1,5.3,16.5,1.7,"5,722"
6,Astra,competitive,split,Ascendant 2,3.4,31.5,8.2,1.9,"2,632"
7,Skye,competitive,split,Ascendant 2,11.1,30.3,3.5,3.1,"3,229"
8,Raze,competitive,split,Ascendant 2,18.2,17.6,12.4,2.6,"8,169"
9,Killjoy,competitive,split,Ascendant 2,13.4,7.9,24,2.7,"3,740"
10,Cypher,competitive,split,Ascendant 2,25.7,16.2,28.1,2.8,"3,804"
11,Fade,competitive,split,Ascendant 2,7.6,23,21.1,2.4,"2,274"
12,Breach,competitive,split,Ascendant 2,19.2,22.6,8.1,2.4,"2,146"
13,Chamber,competitive,split,Ascendant 2,5,9.5,15.7,2.3,"1,055"
14,Omen,competitive,split,Ascendant 2,10.5,39.6,8,2.1,"5,995"
15,Neon,competitive,split,Ascendant 2,17.8,19.4,5.6,2.2,420
16,Sova,competitive,split,Ascendant 2,14.3,25.5,8.9,2.1,721
17,Viper,competitive,split,Ascendant 2,12.4,17.9,14.2,1.8,671
18,KAY/O,competitive,split,Ascendant 2,15.4,25.6,9.1,2.4,"2,036"
19,Yoru,competitive,split,Ascendant 2,16,28.1,13.9,3.2,554
20,Harbor,competitive,split,Ascendant 2,5.8,18.4,19.1,2.9,178
1,Brimstone,competitive,ascent,Ascendant 2,7.4,39,9.2,2.5,"2,983"
2,Yoru,competitive,ascent,Ascendant 2,15.8,26.6,12.8,3.3,499
3,Breach,competitive,ascent,Ascendant 2,18.4,21.5,8.3,2.4,522
4,Raze,competitive,ascent,Ascendant 2,17.3,17.9,12.4,2.6,"3,221"
5,Phoenix,competitive,ascent,Ascendant 2,18.4,11.9,3.9,4.1,"2,158"
6,Viper,competitive,ascent,Ascendant 2,12.7,18.8,15.8,1.9,204
7,Reyna,competitive,ascent,Ascendant 2,14.2,5.1,16.4,1.6,"6,789"
8,Cypher,competitive,ascent,Ascendant 2,24.3,16.6,29.4,2.7,"2,557"
9,Jett,competitive,ascent,Ascendant 2,9.2,22.2,12.4,2.7,"9,830"
10,Sova,competitive,ascent,Ascendant 2,15.6,26,9.7,2.1,"7,537"
11,Sage,competitive,ascent,Ascendant 2,13.6,9.3,12,2,"2,755"
12,Killjoy,competitive,ascent,Ascendant 2,13.1,7.9,24.5,2.8,"6,470"
13,Skye,competitive,ascent,Ascendant 2,9.9,26.5,3.4,3,"1,102"
14,Fade,competitive,ascent,Ascendant 2,7.6,23.6,20.6,2.4,"2,064"
15,Omen,competitive,ascent,Ascendant 2,10.4,40.3,7.4,2,"6,586"
16,Harbor,competitive,ascent,Ascendant 2,6.2,16.5,18.1,2.7,117
17,KAY/O,competitive,ascent,Ascendant 2,16.7,25.6,8.9,2.3,"2,792"
18,Astra,competitive,ascent,Ascendant 2,3.2,32.5,8.3,1.9,"1,901"
19,Chamber,competitive,ascent,Ascendant 2,5.1,9.8,15.4,2.3,"1,276"
20,Neon,competitive,ascent,Ascendant 2,17.4,19.7,5.6,2.3,349
1,Yoru,competitive,fracture,Ascendant 3,15.8,27.1,13.4,3.3,391
2,Sage,competitive,fracture,Ascendant 3,13.3,8.9,13.3,2.1,"1,878"
3,Brimstone,competitive,fracture,Ascendant 3,7.1,40.4,9.9,2.7,"5,476"
4,Reyna,competitive,fracture,Ascendant 3,14.2,5.2,16,1.7,"4,136"
5,Killjoy,competitive,fracture,Ascendant 3,12.9,7.7,23,3,"3,150"
6,Raze,competitive,fracture,Ascendant 3,17.4,17,12.1,2.8,"4,008"
7,Jett,competitive,fracture,Ascendant 3,7.6,22.5,11.8,2.8,"5,728"
8,Breach,competitive,fracture,Ascendant 3,20.5,23.7,8.6,2.5,"5,757"
9,Sova,competitive,fracture,Ascendant 3,14.2,24.4,8.9,2.2,151
10,Fade,competitive,fracture,Ascendant 3,7.1,22.5,20.6,2.6,"1,621"
11,Phoenix,competitive,fracture,Ascendant 3,16.7,9.9,4.5,4.1,795
12,Viper,competitive,fracture,Ascendant 3,10.3,17.3,13.4,1.9,"1,434"
13,Cypher,competitive,fracture,Ascendant 3,23.5,15.8,30.2,2.9,"2,750"
14,Neon,competitive,fracture,Ascendant 3,18.8,19.9,7,2.6,"1,292"
15,Chamber,competitive,fracture,Ascendant 3,5.3,9.3,15.4,2.5,"1,030"
16,Astra,competitive,fracture,Ascendant 3,3.3,29.9,8,2,451
17,Omen,competitive,fracture,Ascendant 3,9.1,35.8,8.7,1.9,430
18,Skye,competitive,fracture,Ascendant 3,9.5,27.5,2.7,3.2,482
19,KAY/O,competitive,fracture,Ascendant 3,15.4,23.7,8.3,2.5,"1,294"
20,Harbor,competitive,fracture,Ascendant 3,5.6,16.4,18.1,3,138
1,Sage,competitive,pearl,Ascendant 3,15.4,9.2,13.3,2.1,"2,412"
2,Killjoy,competitive,pearl,Ascendant 3,13.6,7.6,23,2.7,"2,189"
3,Brimstone,competitive,pearl,Ascendant 3,7.8,41,9.7,2.6,"1,185"
4,Phoenix,competitive,pearl,Ascendant 3,18.7,11.7,4.7,4.1,"2,663"
5,Yoru,competitive,pearl,Ascendant 3,16.5,26.7,13.2,3.3,552
6,Astra,competitive,pearl,Ascendant 3,3.3,30.4,8.2,2.3,"3,150"
7,Reyna,competitive,pearl,Ascendant 3,14.3,5.4,16.6,1.7,"4,652"
8,Fade,competitive,pearl,Ascendant 3,8.1,24.7,22.9,2.5,"4,996"
9,Neon,competitive,pearl,Ascendant 3,17.8,19.8,6.3,2.3,544
10,Skye,competitive,pearl,Ascendant 3,10.5,30.7,3.3,3.1,764
11,Jett,competitive,pearl,Ascendant 3,8,22.2,12,2.8,"6,028"
12,Viper,competitive,pearl,Ascendant 3,9.8,18.2,14.5,1.9,"2,887"
13,Cypher,competitive,pearl,Ascendant 3,22.4,16,30.5,2.8,"3,285"
14,Chamber,competitive,pearl,Ascendant 3,5,9.9,16.2,2.4,"1,099"
15,Sova,competitive,pearl,Ascendant 3,15.4,25.3,10,2.2,716
16,Raze,competitive,pearl,Ascendant 3,16.9,17.4,12.6,2.6,"2,249"
17,Omen,competitive,pearl,Ascendant 3,9.5,36.5,7.6,2,473
18,KAY/O,competitive,pearl,Ascendant 3,16.7,26.2,9.2,2.4,"1,618"
19,Breach,competitive,pearl,Ascendant 3,19.6,21.4,8.7,2.4,266
20,Harbor,competitive,pearl,Ascendant 3,7,18.8,18.4,3,462
1,Phoenix,competitive,haven,Ascendant 3,18.2,11.5,3.8,3.9,"2,168"
2,Skye,competitive,haven,Ascendant 3,10.8,28,3.4,3.1,"1,414"
3,Sage,competitive,haven,Ascendant 3,14,9.1,12.7,2,"2,201"
4,Killjoy,competitive,haven,Ascendant 3,14.1,6.9,21.1,2.6,"3,070"
5,Reyna,competitive,haven,Ascendant 3,14.1,5.2,16,1.7,"4,883"
6,Sova,competitive,haven,Ascendant 3,13.5,24.8,8.9,2.1,"4,055"
7,Raze,competitive,haven,Ascendant 3,17,17.4,12.8,2.6,"2,402"
8,Breach,competitive,haven,Ascendant 3,20.3,23,8.6,2.3,"1,011"
9,Fade,competitive,haven,Ascendant 3,7.6,22.1,21,2.4,"1,723"
10,Omen,competitive,haven,Ascendant 3,10.2,37.9,9.1,1.9,"5,253"
11,Astra,competitive,haven,Ascendant 3,3.1,31.9,7.8,2,931
12,Brimstone,competitive,haven,Ascendant 3,7.4,39.6,9.9,2.4,"1,925"
13,Jett,competitive,haven,Ascendant 3,9,22.2,12.8,2.7,"6,677"
14,Neon,competitive,haven,Ascendant 3,18.7,20.1,6,2.3,367
15,Chamber,competitive,haven,Ascendant 3,5.3,11.5,17.1,2.3,876
16,Cypher,competitive,haven,Ascendant 3,23.5,15.2,30.9,2.7,"2,874"
17,Yoru,competitive,haven,Ascendant 3,16.5,28.2,14.3,3.3,356
18,KAY/O,competitive,haven,Ascendant 3,15.4,25.1,8.9,2.3,894
19,Harbor,competitive,haven,Ascendant 3,6.4,17.8,19.9,2.7,58
20,Viper,competitive,haven,Ascendant 3,10,17.8,13.3,1.7,60
1,Brimstone,competitive,lotus,Ascendant 3,7.5,37.3,9.7,2.7,"1,790"
2,Harbor,competitive,lotus,Ascendant 3,5.9,17,21.3,3,"1,308"
3,Skye,competitive,lotus,Ascendant 3,10.1,30.4,3.4,3.2,"1,189"
4,Sova,competitive,lotus,Ascendant 3,13.4,25.1,9.3,2.2,617
5,Breach,competitive,lotus,Ascendant 3,21.3,24.2,8.1,2.5,"3,959"
6,Raze,competitive,lotus,Ascendant 3,17.5,18.4,12.2,2.7,"4,288"
7,Jett,competitive,lotus,Ascendant 3,8.1,22.6,10.9,2.7,"5,549"
8,Sage,competitive,lotus,Ascendant 3,14.1,8.7,12.7,2.2,"1,695"
9,Reyna,competitive,lotus,Ascendant 3,14.3,5.2,17,1.7,"4,932"
10,Killjoy,competitive,lotus,Ascendant 3,13.3,7.1,22.3,2.9,"3,509"
11,Chamber,competitive,lotus,Ascendant 3,5.6,10.6,16.9,2.4,"1,640"
12,KAY/O,competitive,lotus,Ascendant 3,15.5,25.9,8.6,2.5,"1,193"
13,Phoenix,competitive,lotus,Ascendant 3,17.4,11.1,3.9,4.2,"1,159"
14,Omen,competitive,lotus,Ascendant 3,10.5,36.4,8.6,1.8,"2,787"
15,Cypher,competitive,lotus,Ascendant 3,22.7,16,31.4,3,"2,062"
16,Neon,competitive,lotus,Ascendant 3,19.1,19.8,5.5,2.4,702
17,Astra,competitive,lotus,Ascendant 3,3.9,29.9,9.2,1.9,"1,715"
18,Fade,competitive,lotus,Ascendant 3,8,23.2,21.4,2.6,"1,856"
19,Viper,competitive,lotus,Ascendant 3,9.9,18.1,13.6,1.8,432
20,Yoru,competitive,lotus,Ascendant 3,15.2,26.3,13.7,3.3,483
1,Brimstone,competitive,icebox,Ascendant 3,6.6,38,9.3,2.6,314
2,Killjoy,competitive,icebox,Ascendant 3,12.2,6.5,20.8,2.7,"2,616"
3,Sova,competitive,icebox,Ascendant 3,14.9,27.1,10.9,2.2,"6,306"
4,Sage,competitive,icebox,Ascendant 3,14.1,9.5,11.9,2.2,"4,807"
5,Raze,competitive,icebox,Ascendant 3,18.5,16.8,11.3,2.6,"2,713"
6,Viper,competitive,icebox,Ascendant 3,11.3,18.9,12.4,2,"6,843"
7,Reyna,competitive,icebox,Ascendant 3,14.4,5.2,14.7,1.8,"5,661"
8,Phoenix,competitive,icebox,Ascendant 3,14.2,10.2,3.9,4,508
9,Jett,competitive,icebox,Ascendant 3,13.3,22.5,9.4,2.8,"7,087"
10,Omen,competitive,icebox,Ascendant 3,8.3,33.3,12,1.9,716
11,Harbor,competitive,icebox,Ascendant 3,6.7,18.9,18,3.1,234
12,Cypher,competitive,icebox,Ascendant 3,20.5,16.3,28.5,2.7,525
13,Fade,competitive,icebox,Ascendant 3,7.2,24.2,19.5,2.5,670
14,Yoru,competitive,icebox,Ascendant 3,12.8,27.5,12.8,3.2,385
15,Chamber,competitive,icebox,Ascendant 3,5,11.1,15.6,2.2,"1,128"
16,Breach,competitive,icebox,Ascendant 3,16.9,20.9,7.2,2.2,126
17,Neon,competitive,icebox,Ascendant 3,16,20,5.5,2.2,319
18,KAY/O,competitive,icebox,Ascendant 3,14.2,25.5,8.4,2.5,"1,281"
19,Skye,competitive,icebox,Ascendant 3,9.8,25.8,3.3,3.2,373
20,Astra,competitive,icebox,Ascendant 3,3.6,25.5,7.5,2,78
1,Brimstone,competitive,all,Ascendant 3,7.3,39.7,9.8,2.6,"14,274"
2,Phoenix,competitive,all,Ascendant 3,17.9,11.3,4.2,4,"9,579"
3,Sova,competitive,all,Ascendant 3,14.7,26.1,10,2.1,"17,507"
4,Sage,competitive,all,Ascendant 3,14.8,9.3,13,2.1,"20,483"
5,Killjoy,competitive,all,Ascendant 3,13.2,7.4,22.7,2.8,"21,610"
6,Reyna,competitive,all,Ascendant 3,14.2,5.2,16.2,1.7,"32,859"
7,Skye,competitive,all,Ascendant 3,10.6,29.2,3.3,3.1,"7,264"
8,Raze,competitive,all,Ascendant 3,17.7,17.5,12.3,2.7,"23,749"
9,Viper,competitive,all,Ascendant 3,10.8,18.5,13.2,1.9,"12,101"
10,Breach,competitive,all,Ascendant 3,20.4,23.6,8.4,2.5,"12,953"
11,Jett,competitive,all,Ascendant 3,9.1,22.4,11.6,2.8,"42,980"
12,Fade,competitive,all,Ascendant 3,7.8,23.7,21.7,2.5,"13,742"
13,Astra,competitive,all,Ascendant 3,3.4,30.9,8.4,2.1,"9,418"
14,Omen,competitive,all,Ascendant 3,10.4,38.6,8.5,2,"18,463"
15,Harbor,competitive,all,Ascendant 3,6.2,17.7,20.2,3,"2,377"
16,Cypher,competitive,all,Ascendant 3,23.5,15.9,30.1,2.8,"16,017"
17,Neon,competitive,all,Ascendant 3,18.6,19.9,6.3,2.4,"3,772"
18,Chamber,competitive,all,Ascendant 3,5.2,10.3,16.2,2.3,"7,181"
19,Yoru,competitive,all,Ascendant 3,15.4,27.1,13.4,3.2,"2,828"
20,KAY/O,competitive,all,Ascendant 3,15.8,25.5,8.9,2.4,"9,685"
1,Neon,competitive,split,Ascendant 3,20.4,20.3,5.6,2.4,277
2,Brimstone,competitive,split,Ascendant 3,7.5,39.6,9.8,2.6,"1,588"
3,Chamber,competitive,split,Ascendant 3,5.2,9.9,15.8,2.3,635
4,Skye,competitive,split,Ascendant 3,11.1,30.1,3.3,3.1,"2,364"
5,Sova,competitive,split,Ascendant 3,14.8,24.4,9.4,2.2,391
6,Cypher,competitive,split,Ascendant 3,25.6,16.4,28.4,2.8,"2,765"
7,Killjoy,competitive,split,Ascendant 3,13.3,7.9,23.7,2.7,"2,483"
8,Sage,competitive,split,Ascendant 3,16.5,9.5,14.1,2,"5,718"
9,Raze,competitive,split,Ascendant 3,18.5,17.6,12.5,2.7,"6,013"
10,Astra,competitive,split,Ascendant 3,3.4,31,8.3,1.9,"1,818"
11,Reyna,competitive,split,Ascendant 3,14.2,5.3,16.6,1.7,"3,977"
12,Phoenix,competitive,split,Ascendant 3,17.1,10.7,3.7,3.9,709
13,Fade,competitive,split,Ascendant 3,7.9,23.4,21.6,2.4,"1,546"
14,Omen,competitive,split,Ascendant 3,10.8,40.3,8,2.1,"4,211"
15,Jett,competitive,split,Ascendant 3,7.4,22.5,11.5,2.7,"4,718"
16,Viper,competitive,split,Ascendant 3,12.5,17.6,15.2,1.7,347
17,Breach,competitive,split,Ascendant 3,18.9,22.9,7.9,2.3,"1,545"
18,Yoru,competitive,split,Ascendant 3,15.6,27.8,13.7,3.1,343
19,KAY/O,competitive,split,Ascendant 3,15.5,25.2,9.2,2.3,"1,401"
20,Harbor,competitive,split,Ascendant 3,6.6,18.5,21.7,2.8,117
1,Harbor,competitive,ascent,Ascendant 3,6.6,18.8,20.9,2.9,60
2,Breach,competitive,ascent,Ascendant 3,19.7,22.3,8.7,2.3,289
3,Brimstone,competitive,ascent,Ascendant 3,7.6,39.6,9.4,2.5,"1,996"
4,Raze,competitive,ascent,Ascendant 3,17.3,17.8,12.2,2.6,"2,076"
5,Skye,competitive,ascent,Ascendant 3,10.6,27.7,3.4,3.1,678
6,Sova,competitive,ascent,Ascendant 3,15.6,26.2,9.9,2.1,"5,271"
7,Reyna,competitive,ascent,Ascendant 3,14,5.1,16.6,1.6,"4,618"
8,Neon,competitive,ascent,Ascendant 3,18.9,20.2,6.5,2.4,271
9,Cypher,competitive,ascent,Ascendant 3,24,16.4,29.5,2.7,"1,756"
10,Jett,competitive,ascent,Ascendant 3,9.2,22.3,12.6,2.8,"7,193"
11,Killjoy,competitive,ascent,Ascendant 3,12.9,7.8,24.2,2.8,"4,593"
12,Phoenix,competitive,ascent,Ascendant 3,18.4,12,4.2,4.1,"1,577"
13,Fade,competitive,ascent,Ascendant 3,7.8,23.9,21.4,2.4,"1,330"
14,Omen,competitive,ascent,Ascendant 3,10.7,40.6,7.5,2,"4,593"
15,Viper,competitive,ascent,Ascendant 3,11.4,17.4,14.3,1.7,98
16,Sage,competitive,ascent,Ascendant 3,13.8,9.3,12.2,2,"1,772"
17,Astra,competitive,ascent,Ascendant 3,3.2,33.3,8.5,2,"1,275"
18,KAY/O,competitive,ascent,Ascendant 3,17.2,26.4,9.3,2.4,"2,004"
19,Chamber,competitive,ascent,Ascendant 3,5.1,9.7,16.3,2.3,773
20,Yoru,competitive,ascent,Ascendant 3,15.3,26.7,12.9,3.2,318
1,Sage,competitive,fracture,Immortal 1,13.3,8.9,13.4,2.1,"1,219"
2,Killjoy,competitive,fracture,Immortal 1,12.5,7.5,22.5,2.9,"2,483"
3,Brimstone,competitive,fracture,Immortal 1,6.9,40.7,10.3,2.8,"4,253"
4,Skye,competitive,fracture,Immortal 1,10.5,29.2,3.1,3.3,268
5,Chamber,competitive,fracture,Immortal 1,5.3,9.1,14.9,2.4,649
6,Reyna,competitive,fracture,Immortal 1,14.3,5.4,16.4,1.7,"2,921"
7,Fade,competitive,fracture,Immortal 1,7.2,22.6,20.8,2.6,"1,141"
